id;nombre;formula_quimica;numero_ci;familia_quimica_id;color_id
7d6a1b12-0adf-43e1-af96-44422e06f4df;Azul Cobalto;CoO·Al₂O₃;PB28;09f8d261-82c6-4f83-9915-9e4026919b3a;ebcc10d3-393f-4182-b9cb-0809d7015f3d
